ship.id,ship.date,ship.mode,ship.cost
TA-35871,2015-04-27,Standard Class,5.4
TA-35872,2015-03-05,Standard Class,14.3
PQ-35873,2015-04-02,Standard Class,8.7
TA-35874,2015-03-27,Standard Class,13.4
MZ-35875,2015-04-22,Standard Class,2.5
AX-35876,2015-03-23,Standard Class,2.1
LP-35877,2015-11-25,Standard Class,3.1
PQ-35878,2015-01-14,Standard Class,9.9
TA-35879,2015-03-07,Standard Class,12.7
DZ-35880,2015-06-14,Standard Class,1.6
MZ-35881,2015-09-24,Standard Class,13.9
DF-35882,2015-08-02,Standard Class,6.9
JK-35883,2015-12-21,Standard Class,13.8
DZ-35884,2015-12-08,Standard Class,11.2
TA-35885,2015-09-26,Standard Class,12.5
PQ-35886,2016-01-06,Standard Class,1.8
DF-35887,2015-02-15,Standard Class,2.1
MZ-35888,2015-04-29,Standard Class,3.2
LP-35889,2015-07-12,Standard Class,10.8
JK-35890,2015-09-30,Standard Class,12.7
MZ-35891,2015-09-08,Standard Class,6.2
DF-35892,2015-01-15,Standard Class,14.1
LP-35893,2015-09-12,Standard Class,7.6
DZ-35894,2015-08-28,Standard Class,14.6
DF-35895,2015-08-20,Standard Class,8.5
LM-35896,2015-01-24,Standard Class,12.5
JK-35897,2015-09-29,Standard Class,2.2
OP-35898,2015-09-14,Standard Class,2.1
DZ-35899,2015-11-28,Standard Class,3.7
DF-35900,2015-06-08,Standard Class,9.9
MZ-35901,2015-04-14,Standard Class,12.7
DZ-35902,2015-02-27,Standard Class,2.1
AX-35903,2015-05-08,Standard Class,12.1
DF-35904,2015-09-26,Standard Class,7.6
AX-35905,2015-03-05,Standard Class,15.8
JK-35906,2015-01-31,Standard Class,9.8
DZ-35907,2015-02-21,Standard Class,11.6
DZ-35908,2015-02-13,Standard Class,1.8
TA-35909,2015-01-20,Standard Class,0.2
DZ-35910,2015-01-24,Standard Class,3.7
DZ-35911,2015-11-10,Standard Class,9.9
DZ-35912,2015-06-30,Standard Class,11.2
PQ-35913,2015-09-21,Standard Class,2.1
JK-35914,2015-06-08,Standard Class,13.9
TA-35915,2015-06-08,Standard Class,4.7
PQ-35916,2015-11-25,Standard Class,11.8
JK-35917,2015-12-06,Standard Class,10.6
AX-35918,2015-06-27,Standard Class,10.3
DF-35919,2015-09-21,Standard Class,2.7
AX-35920,2015-08-15,Standard Class,2.8
MZ-35921,2015-08-11,Standard Class,3.7
MZ-35922,2015-02-23,Standard Class,12.2
AX-35923,2015-12-05,Standard Class,12
JK-35924,2015-02-04,Standard Class,1.6
DZ-35925,2015-06-03,Standard Class,14.1
OP-35926,2015-03-20,Standard Class,6.6
TA-35927,2015-05-09,Standard Class,15.8
DZ-35928,2015-02-07,Standard Class,9.6
JK-35929,2015-12-05,Standard Class,13.4
DF-35930,2015-05-16,Standard Class,2.2
OP-35931,2015-01-06,Standard Class,0.2
DZ-35932,2015-10-16,Standard Class,3.2
MZ-35933,2015-04-23,Standard Class,13.3
MZ-35934,2015-10-14,Standard Class,11.4
DF-35935,2015-02-22,Standard Class,2.1
DF-35936,2015-10-08,Standard Class,11.2
TA-35937,2015-05-28,Standard Class,7.6
MZ-35938,2015-10-23,Standard Class,11.8
PQ-35939,2015-04-06,Standard Class,11.2
JK-35940,2015-10-20,Standard Class,12.7
LP-35941,2015-08-31,Standard Class,0.2
DZ-35942,2015-03-18,Standard Class,0.1
DZ-35943,2015-06-17,Standard Class,2.4
LM-35944,2015-05-12,Standard Class,14
OP-35945,2015-10-06,Standard Class,12.7
LM-35946,2015-03-23,Standard Class,3.1
PQ-35947,2015-06-01,Standard Class,11.2
PQ-35948,2015-10-28,Standard Class,7.6
JK-35949,2015-12-16,Standard Class,15.3
JK-35950,2015-02-13,Standard Class,11
MZ-35951,2015-07-02,Standard Class,12.1
PQ-35952,2015-10-05,Standard Class,2.6
AX-35953,2015-01-29,Standard Class,0.3
AX-35954,2015-08-05,Standard Class,2.4
MZ-35955,2015-01-19,Standard Class,11
PQ-35956,2015-06-29,Standard Class,11.2
LM-35957,2015-07-10,Standard Class,3.1
DF-35958,2015-12-07,Standard Class,14.3
LP-35959,2015-04-11,Standard Class,7.6
LM-35960,2015-10-06,Standard Class,15.6
OP-35961,2015-10-02,Standard Class,11.2
AX-35962,2015-06-17,Standard Class,13.6
MZ-35963,2015-07-11,Standard Class,2.5
PQ-35964,2015-04-03,Standard Class,4.3
DZ-35965,2015-11-07,Standard Class,3
DF-35966,2015-03-24,Standard Class,11.7
PQ-35967,2015-04-22,Standard Class,12
LP-35968,2015-05-05,Standard Class,3.1
LP-35969,2015-09-26,Standard Class,11.2
MZ-35970,2015-06-01,Standard Class,6.9
DF-35971,2015-02-10,Standard Class,13.1
LM-35972,2015-05-27,Standard Class,11
JK-35973,2015-11-24,Standard Class,9.4
JK-35974,2015-07-05,Standard Class,2.4
PQ-35975,2015-07-31,Standard Class,4.3
DZ-35976,2015-05-28,Standard Class,2.2
AX-35977,2015-08-27,Standard Class,13.3
JK-35978,2015-08-20,Standard Class,11.4
DZ-35979,2015-08-27,Standard Class,2.1
AX-35980,2015-07-01,Standard Class,13.7
DZ-35981,2015-05-22,Standard Class,7.3
PQ-35982,2015-10-31,Standard Class,15.8
OP-35983,2015-06-20,Standard Class,11.2
LM-35984,2015-10-07,Standard Class,13.4
OP-35985,2015-09-01,Standard Class,2.2
LP-35986,2015-01-20,Standard Class,2.8
LP-35987,2015-07-23,Standard Class,1.8
TA-35988,2015-08-13,Standard Class,9.9
LM-35989,2015-03-04,Standard Class,12.4
LM-35990,2015-04-05,Standard Class,3.1
PQ-35991,2015-12-10,Standard Class,13.4
DF-35992,2015-12-12,Standard Class,7.4
DZ-35993,2015-07-22,Standard Class,15.8
JK-35994,2015-01-23,Standard Class,10.8
OP-35995,2015-04-04,Standard Class,10.3
LP-35996,2015-02-01,Standard Class,2.5
JK-35997,2015-12-21,Standard Class,2.8
MZ-35998,2015-10-13,Standard Class,4.1
AX-35999,2015-11-10,Standard Class,13.7
DF-36000,2015-01-06,Standard Class,12.9
TA-36001,2015-11-28,Standard Class,1.2
PQ-36002,2015-02-24,Standard Class,12.1
AX-36003,2015-06-24,Standard Class,7.1
JK-36004,2015-04-11,Standard Class,14.8
MZ-36005,2015-05-27,Standard Class,8.7
PQ-36006,2015-06-07,Standard Class,13.6
LP-36007,2015-07-30,Standard Class,1.2
TA-36008,2015-04-14,Standard Class,2.1
MZ-36009,2015-08-23,Standard Class,3.7
TA-36010,2015-06-24,Standard Class,12.6
OP-36011,2015-02-09,Standard Class,8
MZ-36012,2015-01-12,Standard Class,2.1
DZ-36013,2015-07-30,Standard Class,10.2
TA-36014,2015-05-16,Standard Class,6.3
MZ-36015,2015-02-11,Standard Class,14.8
LM-36016,2016-01-04,Standard Class,11
DF-36017,2015-10-12,Standard Class,12.5
PQ-36018,2015-03-15,Standard Class,1.8
DF-36019,2015-08-19,Standard Class,1.7
AX-36020,2015-06-15,Standard Class,3.6
OP-36021,2015-04-15,Standard Class,11.7
LM-36022,2015-07-27,Standard Class,9
DF-36023,2015-06-23,Standard Class,3.1
DF-36024,2015-09-24,Standard Class,11.4
DF-36025,2015-09-22,Standard Class,7.3
AX-36026,2015-02-06,Standard Class,15.8
DZ-36027,2015-06-18,Standard Class,10.8
TA-36028,2015-12-19,Standard Class,13.6
MZ-36029,2015-07-07,Standard Class,0.7
MZ-36030,2015-08-26,Standard Class,1.7
PQ-36031,2015-09-07,Standard Class,3.8
OP-36032,2015-08-24,Standard Class,11.7
LP-36033,2015-08-15,Standard Class,12.4
JK-36034,2015-08-08,Standard Class,2.1
LP-36035,2015-06-17,Standard Class,12.5
AX-36036,2015-12-11,Standard Class,7.4
MZ-36037,2015-10-08,Standard Class,14.8
TA-36038,2015-11-22,Standard Class,7.7
MZ-36039,2015-03-26,Standard Class,12.1
MZ-36040,2015-12-27,Standard Class,2.6
AX-36041,2016-01-03,Standard Class,0.2
OP-36042,2015-07-17,Standard Class,2.4
TA-36043,2015-04-06,Standard Class,12.2
JK-36044,2015-12-24,Standard Class,12.2
LP-36045,2015-06-23,Standard Class,2.1
PQ-36046,2015-02-17,Standard Class,13.9
JK-36047,2015-12-19,Standard Class,7.3
MZ-36048,2015-04-23,Standard Class,15.3
OP-36049,2015-09-08,Standard Class,11.4
LP-36050,2015-07-19,Standard Class,12.7
JK-36051,2015-04-25,Standard Class,2.2
DZ-36052,2015-07-19,Standard Class,0.2
LP-36053,2015-02-25,Standard Class,2.2
TA-36054,2015-07-12,Standard Class,14
OP-36055,2015-11-11,Standard Class,13.1
LM-36056,2015-11-13,Standard Class,1.6
PQ-36057,2015-06-01,Standard Class,13.9
LP-36058,2015-09-17,Standard Class,5.5
AX-36059,2015-12-29,Standard Class,13.1
LP-36060,2015-08-06,Standard Class,9.6
PQ-36061,2015-03-08,Standard Class,12.1
MZ-36062,2015-09-21,Standard Class,2.6
JK-36063,2015-03-31,Standard Class,1.7
MZ-36064,2015-12-28,Standard Class,3.5
DF-36065,2015-10-07,Standard Class,13.5
TA-36066,2015-08-27,Standard Class,11.4
OP-36067,2015-07-02,Standard Class,1.2
DF-36068,2015-03-30,Standard Class,13.4
LM-36069,2015-12-21,Standard Class,7.4
AX-36070,2015-01-25,Standard Class,13.8
PQ-36071,2015-10-21,Standard Class,8.7
LM-36072,2015-01-15,Standard Class,10.5
LM-36073,2015-02-26,Standard Class,2.6
OP-36074,2015-07-07,Standard Class,0.2
JK-36075,2015-12-08,Standard Class,3.8
DZ-36076,2015-04-01,Standard Class,13.5
OP-36077,2015-01-11,Standard Class,10.7
DF-36078,2015-03-21,Standard Class,1.2
PQ-36079,2015-05-29,Standard Class,12.1
OP-36080,2015-02-07,Standard Class,7.6
DZ-36081,2015-07-04,Standard Class,16.1
LM-36082,2015-10-20,Standard Class,10
TA-36083,2015-08-07,Standard Class,11.2
AX-36084,2015-08-01,Standard Class,0.2
OP-36085,2015-04-29,Standard Class,0.2
OP-36086,2015-06-01,Standard Class,1.2
TA-36087,2015-05-25,Standard Class,12.6
OP-36088,2015-02-11,Standard Class,10.1
LP-36089,2015-05-01,Standard Class,1.6
JK-36090,2015-04-10,Standard Class,14.3
DZ-36091,2015-08-17,Standard Class,6.6
DF-36092,2015-06-23,Standard Class,14.3
LP-36093,2015-01-14,Standard Class,9.2
LP-36094,2015-07-04,Standard Class,13.6
MZ-36095,2015-11-14,Standard Class,2.5
PQ-36096,2015-02-06,Standard Class,1.7
AX-36097,2015-01-14,Standard Class,3.8
MZ-36098,2015-04-20,Standard Class,13.5
JK-36099,2015-04-28,Standard Class,12.7
LM-36100,2015-01-27,Standard Class,1.2
DF-36101,2015-08-10,Standard Class,13.7
DZ-36102,2015-11-20,Standard Class,5.4
LP-36103,2015-11-13,Standard Class,15.8
JK-36104,2015-04-06,Standard Class,11
DZ-36105,2015-03-10,Standard Class,12.1
OP-36106,2015-01-21,Standard Class,1.3
LP-36107,2015-09-09,Standard Class,0.1
JK-36108,2015-01-12,Standard Class,1.8
PQ-36109,2015-10-18,Standard Class,13.5
TA-36110,2016-01-03,Standard Class,10.7
OP-36111,2015-06-21,Standard Class,3.1
DF-36112,2015-11-11,Standard Class,13.7
AX-36113,2016-01-01,Standard Class,6.9
AX-36114,2015-04-27,Standard Class,14.6
OP-36115,2015-03-01,Standard Class,10.6
JK-36116,2015-09-05,Standard Class,13.1
AX-36117,2015-05-18,Standard Class,2
PQ-36118,2015-01-22,Standard Class,2.1
DF-36119,2015-10-29,Standard Class,3.7
TA-36120,2015-07-15,Standard Class,12.4
MZ-36121,2016-01-07,Standard Class,12.2
AX-36122,2015-08-16,Standard Class,6.2
JK-36123,2015-10-14,Standard Class,10.2
TA-36124,2015-11-17,Standard Class,5.5
DZ-36125,2015-06-26,Standard Class,13.8
OP-36126,2015-05-27,Standard Class,9.6
LP-36127,2015-07-19,Standard Class,11.6
DF-36128,2015-03-10,Standard Class,2.2
MZ-36129,2015-04-05,Standard Class,4.3
DF-36130,2015-07-13,Standard Class,4
MZ-36131,2016-01-02,Standard Class,13.1
LM-36132,2015-04-06,Standard Class,10.1
AX-36133,2015-02-20,Standard Class,1.2
DF-36134,2015-04-18,Standard Class,14.6
OP-36135,2015-05-26,Standard Class,7.3
PQ-36136,2015-03-26,Standard Class,13.8
JK-36137,2015-03-05,Standard Class,8.7
PQ-36138,2015-12-01,Standard Class,8.4
DF-36139,2015-05-10,Standard Class,2.2
OP-36140,2015-07-25,Standard Class,0.2
DZ-36141,2015-08-20,Standard Class,3.6
JK-36142,2015-03-06,Standard Class,14.2
OP-36143,2015-11-11,Standard Class,12.4
LM-36144,2015-06-25,Standard Class,1.6
AX-36145,2015-05-02,Standard Class,13.7
LM-36146,2015-11-16,Standard Class,7.3
LM-36147,2015-05-10,Standard Class,11.8
DF-36148,2015-06-06,Standard Class,7.7
DZ-36149,2015-10-16,Standard Class,11.6
TA-36150,2015-08-13,Standard Class,1.9
AX-36151,2015-11-18,Standard Class,0.4
JK-36152,2015-02-01,Standard Class,1.8
OP-36153,2015-11-26,Standard Class,12.2
JK-36154,2015-11-03,Standard Class,10.7
LP-36155,2015-12-16,Standard Class,1.6
MZ-36156,2015-11-04,Standard Class,13.9
MZ-36157,2015-09-29,Standard Class,3.9
AX-36158,2015-06-13,Standard Class,16.1
DZ-36159,2015-03-31,Standard Class,9.8
OP-36160,2015-05-24,Standard Class,13.4
OP-36161,2015-08-28,Standard Class,2.8
TA-36162,2016-01-03,Standard Class,1.7
DF-36163,2015-10-05,Standard Class,2.4
LM-36164,2015-12-13,Standard Class,13.5
PQ-36165,2015-08-08,Standard Class,12.4
DF-36166,2015-01-28,Standard Class,1.6
TA-36167,2015-03-27,Standard Class,14.6
JK-36168,2015-02-02,Standard Class,3.9
OP-36169,2015-06-28,Standard Class,13.8
PQ-36170,2015-08-04,Standard Class,11
JK-36171,2015-06-11,Standard Class,10.5
DF-36172,2015-04-08,Standard Class,2.7
DZ-36173,2015-10-20,Standard Class,1.7
LM-36174,2015-02-14,Standard Class,3.8
JK-36175,2015-07-07,Standard Class,14
OP-36176,2015-09-21,Standard Class,12.4
DF-36177,2015-09-28,Standard Class,1.2
DZ-36178,2015-05-27,Standard Class,12.5
AX-36179,2015-08-11,Standard Class,5.4
TA-36180,2015-08-04,Standard Class,11.8
DZ-36181,2015-06-16,Standard Class,7.7
PQ-36182,2015-05-18,Standard Class,12.1
OP-36183,2015-07-10,Standard Class,1.3
JK-36184,2015-11-06,Standard Class,1.7
LM-36185,2015-08-21,Standard Class,2.7
OP-36186,2015-03-07,Standard Class,12.6
DF-36187,2015-05-11,Standard Class,12
PQ-36188,2015-10-01,Standard Class,3.1
LP-36189,2015-09-03,Standard Class,10.2
LP-36190,2015-11-01,Standard Class,7.6
TA-36191,2015-10-29,Standard Class,14.6
JK-36192,2015-12-30,Standard Class,10
DZ-36193,2015-09-13,Standard Class,12.5
AX-36194,2015-09-05,Standard Class,2.8
PQ-36195,2015-07-06,Standard Class,0.4
JK-36196,2015-11-05,Standard Class,4
DF-36197,2015-04-22,Standard Class,13.3
LP-36198,2015-06-15,Standard Class,12.4
LM-36199,2015-03-21,Standard Class,2.1
OP-36200,2015-06-12,Standard Class,13.9
DZ-36201,2015-08-21,Standard Class,3.9
OP-36202,2015-01-11,Standard Class,16.1
LP-36203,2015-04-07,Standard Class,10
DZ-36204,2015-03-21,Standard Class,12.1
MZ-36205,2015-06-29,Standard Class,2
PQ-36206,2015-12-19,Standard Class,1.7
AX-36207,2015-09-27,Standard Class,3.2
MZ-36208,2015-07-13,Standard Class,12.6
DF-36209,2015-10-23,Standard Class,10.1
DZ-36210,2015-02-03,Standard Class,6.2
MZ-36211,2015-04-22,Standard Class,12.7
PQ-36212,2015-06-15,Standard Class,7.6
MZ-36213,2015-10-18,Standard Class,13.8
MZ-36214,2015-12-10,Standard Class,8.5
MZ-36215,2015-06-02,Standard Class,12.7
TA-36216,2015-11-05,Standard Class,2.4
PQ-36217,2015-10-12,Standard Class,0.1
AX-36218,2015-04-18,Standard Class,3.7
OP-36219,2015-09-24,Standard Class,13.5
TA-36220,2015-05-24,Standard Class,10.1
LP-36221,2015-12-03,Standard Class,6.2
AX-36222,2015-08-18,Standard Class,13
JK-36223,2015-08-23,Standard Class,6.9
PQ-36224,2015-03-12,Standard Class,16.1
LM-36225,2015-01-15,Standard Class,11
AX-36226,2015-10-31,Standard Class,12.9
MZ-36227,2015-10-19,Standard Class,2.6
LM-36228,2015-12-15,Standard Class,0.2
JK-36229,2015-12-29,Standard Class,4.1
TA-36230,2015-02-19,Standard Class,11.7
LP-36231,2015-01-30,Standard Class,12.2
MZ-36232,2015-08-26,Standard Class,1.2
LP-36233,2015-01-11,Standard Class,13
JK-36234,2015-02-17,Standard Class,6.3
JK-36235,2015-08-02,Standard Class,15.8
MZ-36236,2015-07-06,Standard Class,8.5
MZ-36237,2015-11-24,Standard Class,13.4
MZ-36238,2015-05-28,Standard Class,2.7
LP-36239,2015-06-21,Standard Class,0.2
AX-36240,2015-11-12,Standard Class,2.4
MZ-36241,2015-06-08,Standard Class,12.6
LP-36242,2015-06-21,Standard Class,9
OP-36243,2015-04-08,Standard Class,6.2
LP-36244,2015-01-03,Standard Class,10.2
DF-36245,2015-02-03,Standard Class,6.5
AX-36246,2015-03-07,Standard Class,14.3
LM-36247,2015-09-01,Standard Class,8.7
AX-36248,2015-12-25,Standard Class,13.1
LP-36249,2015-05-26,Standard Class,1.8
AX-36250,2015-07-08,Standard Class,1.7
OP-36251,2015-11-24,Standard Class,4.1
OP-36252,2015-07-10,Standard Class,12.2
OP-36253,2015-03-31,Standard Class,11.2
LP-36254,2015-09-14,Standard Class,3.1
LM-36255,2015-12-02,Standard Class,11.4
MZ-36256,2015-10-08,Standard Class,4.7
JK-36257,2015-10-23,Standard Class,12.8
LP-36258,2015-01-23,Standard Class,10
OP-36259,2015-08-27,Standard Class,10.5
LM-36260,2015-04-07,Standard Class,2.6
MZ-36261,2015-07-04,Standard Class,2.8
OP-36262,2015-03-16,Standard Class,3
MZ-36263,2015-03-18,Standard Class,11.7
TA-36264,2015-04-03,Standard Class,12.2
JK-36265,2015-02-20,Standard Class,2.1
DZ-36266,2015-11-06,Standard Class,13.7
LM-36267,2015-07-17,Standard Class,6
TA-36268,2015-03-28,Standard Class,14.3
OP-36269,2015-04-18,Standard Class,10.8
LM-36270,2015-02-08,Standard Class,13.4
TA-36271,2015-05-03,Standard Class,2.7
DF-36272,2015-07-03,Standard Class,4.3
LP-36273,2015-05-28,Standard Class,3.5
DZ-36274,2015-09-06,Standard Class,13.7
PQ-36275,2015-06-09,Standard Class,12.4
MZ-36276,2015-10-24,Standard Class,3.1
OP-36277,2015-10-07,Standard Class,12.7
TA-36278,2015-12-24,Standard Class,7.4
TA-36279,2015-08-15,Standard Class,13.1
MZ-36280,2015-04-25,Standard Class,11.2
OP-36281,2015-03-15,Standard Class,10.5
JK-36282,2015-01-19,Standard Class,1.8
MZ-36283,2015-11-08,Standard Class,4.3
JK-36284,2015-08-25,Standard Class,4
AX-36285,2015-12-13,Standard Class,11.7
LP-36286,2015-02-07,Standard Class,12.2
OP-36287,2015-03-11,Standard Class,3.1
JK-36288,2015-10-18,Standard Class,12.5
PQ-36289,2015-03-12,Standard Class,6.3
MZ-36290,2015-07-22,Standard Class,13.8
DF-36291,2015-09-08,Standard Class,6.7
PQ-36292,2015-08-28,Standard Class,11.8
TA-36293,2015-02-12,Standard Class,0.2
PQ-36294,2015-04-14,Standard Class,2.1
TA-36295,2015-10-28,Standard Class,3.5
LM-36296,2015-02-18,Standard Class,11.7
JK-36297,2015-03-21,Standard Class,10.1
PQ-36298,2015-11-17,Standard Class,2.1
JK-36299,2015-12-26,Standard Class,10.2
OP-36300,2015-11-13,Standard Class,6.5
TA-36301,2015-10-19,Standard Class,15.3
JK-36302,2015-10-25,Standard Class,11
LP-36303,2015-05-26,Standard Class,11.6
LP-36304,2015-07-14,Standard Class,2.6
TA-36305,2015-04-21,Standard Class,2.8
LP-36306,2015-08-18,Standard Class,3.5
DF-36307,2016-01-02,Standard Class,13.3
PQ-36308,2015-12-09,Standard Class,10.1
DZ-36309,2015-05-01,Standard Class,6.2
LP-36310,2015-12-19,Standard Class,13.4
JK-36311,2015-02-11,Standard Class,7.4
DZ-36312,2015-04-22,Standard Class,15.8
DZ-36313,2015-04-27,Standard Class,10.6
LM-36314,2015-12-02,Standard Class,13.4
LM-36315,2015-01-04,Standard Class,1.8
MZ-36316,2015-01-20,Standard Class,4.3
PQ-36317,2015-10-22,Standard Class,3.7
LM-36318,2015-01-13,Standard Class,13.5
MZ-36319,2015-12-06,Standard Class,11.6
DF-36320,2015-08-22,Standard Class,6.2
OP-36321,2015-02-11,Standard Class,9.1
OP-36322,2015-09-18,Standard Class,5.5
MZ-36323,2015-03-20,Standard Class,11.8
PQ-36324,2015-12-27,Standard Class,10.4
JK-36325,2015-05-14,Standard Class,13.4
MZ-36326,2015-12-14,Standard Class,2.6
AX-36327,2015-01-09,Standard Class,1.7
LM-36328,2015-05-22,Standard Class,3.6
TA-36329,2015-04-01,Standard Class,13.3
MZ-36330,2015-08-14,Standard Class,9
OP-36331,2015-09-15,Standard Class,1.6
DZ-36332,2015-04-04,Standard Class,14.1
LM-36333,2015-11-01,Standard Class,7.3
LM-36334,2015-03-18,Standard Class,14.6
LM-36335,2015-07-11,Standard Class,8.7
TA-36336,2015-01-23,Standard Class,12.5
LM-36337,2015-04-13,Standard Class,2.5
MZ-36338,2015-09-02,Standard Class,4.3
AX-36339,2015-03-01,Standard Class,3.5
PQ-36340,2015-10-11,Standard Class,12.6
JK-36341,2015-07-07,Standard Class,11.2
DF-36342,2015-05-20,Standard Class,1.2
OP-36343,2015-10-29,Standard Class,11.4
MZ-36344,2015-09-02,Standard Class,7.3
DZ-36345,2015-09-23,Standard Class,14.3
DZ-36346,2015-07-07,Standard Class,10
AX-36347,2015-07-15,Standard Class,8.4
JK-36348,2015-12-24,Standard Class,2
DF-36349,2015-12-05,Standard Class,0.2
LP-36350,2015-04-03,Standard Class,3.7
AX-36351,2015-08-26,Standard Class,11.7
MZ-36352,2015-05-13,Standard Class,12.7
TA-36353,2015-01-12,Standard Class,3.1
LP-36354,2015-03-01,Standard Class,12.7
AX-36355,2015-04-12,Standard Class,7.3
PQ-36356,2015-02-22,Standard Class,14.8
LP-36357,2015-10-28,Standard Class,8.5
MZ-36358,2015-11-01,Standard Class,13.4
DF-36359,2015-05-19,Standard Class,1.3
AX-36360,2015-02-25,Standard Class,2.8
LP-36361,2015-02-11,Standard Class,1.8
TA-36362,2015-01-09,Standard Class,13.1
PQ-36363,2015-08-25,Standard Class,10.1
MZ-36364,2015-06-16,Standard Class,1.2
DF-36365,2015-04-13,Standard Class,13.9
AX-36366,2015-11-29,Standard Class,6.6
TA-36367,2015-11-24,Standard Class,14.3
LM-36368,2015-02-06,Standard Class,11.2
DZ-36369,2015-09-27,Standard Class,10.5
OP-36370,2015-12-14,Standard Class,1.3
TA-36371,2015-03-11,Standard Class,0.3
TA-36372,2015-06-16,Standard Class,3.8
DF-36373,2015-04-26,Standard Class,8.8
OP-36374,2015-09-12,Standard Class,10.1
JK-36375,2015-05-08,Standard Class,6.2
LP-36376,2015-05-16,Standard Class,14.6
DZ-36377,2015-05-28,Standard Class,6.6
DZ-36378,2015-02-25,Standard Class,14.3
LM-36379,2015-08-15,Standard Class,7.7
PQ-36380,2015-06-06,Standard Class,9.4
JK-36381,2016-01-02,Standard Class,2.7
AX-36382,2015-08-07,Standard Class,0.1
LM-36383,2015-12-31,Standard Class,4.1
JK-36384,2015-12-13,Standard Class,13.5
DZ-36385,2015-11-07,Standard Class,12.9
DZ-36386,2015-01-21,Standard Class,2.1
TA-36387,2015-09-27,Standard Class,14.1
PQ-36388,2015-10-28,Standard Class,7.3
DZ-36389,2015-06-06,Standard Class,13.8
AX-36390,2015-12-19,Standard Class,9.2
DZ-36391,2015-12-04,Standard Class,11.2
MZ-36392,2015-07-26,Standard Class,2.5
PQ-36393,2015-03-14,Standard Class,2.1
LM-36394,2015-10-12,Standard Class,4.1
DZ-36395,2015-03-23,Standard Class,11
DF-36396,2015-05-03,Standard Class,10.7
LP-36397,2015-08-30,Standard Class,1.2
LP-36398,2015-05-03,Standard Class,12.5
DF-36399,2015-05-24,Standard Class,4.7
LP-36400,2015-09-13,Standard Class,13.8
PQ-36401,2015-05-05,Standard Class,10.8
PQ-36402,2015-12-27,Standard Class,13.4
LP-36403,2015-07-18,Standard Class,2
OP-36404,2015-11-20,Standard Class,2.1
TA-36405,2015-02-25,Standard Class,3.7
LP-36406,2015-07-06,Standard Class,13.5
DZ-36407,2015-05-17,Standard Class,10.1
DF-36408,2015-01-20,Standard Class,3.1
OP-36409,2015-03-24,Standard Class,13.7
OP-36410,2015-12-17,Standard Class,4.7
TA-36411,2015-06-09,Standard Class,15.3
PQ-36412,2015-02-07,Standard Class,10.8
